Gene	Length	Counts	TotalReads	RPKM(34736836 pairs)	TPM(11.14 norm. reads)
HOXC5	1807	71	34736836	1.13112327237	3.52766464706
BRICD5	2087	82	34736836	1.13110037159	3.52759322576
HIGD1B	713	28	34736836	1.13051998279	3.52578315158
GVQW1	1834	72	34736836	1.13016774102	3.52468460566
LINC01024	2778	109	34736836	1.12954619848	3.5227461842
DNAJC27	4999	196	34736836	1.12871078898	3.52014077006
ZNF774	8421	330	34736836	1.1281322491	3.51833646214
ADCK5	1965	77	34736836	1.12807483779	3.51815741194
CTD-2647L4.5	587	23	34736836	1.12797500595	3.51784606369
DFNB59	1659	65	34736836	1.12791588312	3.51766167571
RLTPR	4725	185	34736836	1.12714465858	3.51525643696
CCDC88C	9301	364	34736836	1.12663043979	3.51365272896
SLFNL1-AS1	4804	188	34736836	1.12658662851	3.51351609351
PRR7	1559	61	34736836	1.12640212617	3.51294068111
RNU12	665	26	34736836	1.12554132336	3.51025607218
PCDH18	5934	232	34736836	1.12551214234	3.51016506453
NFATC1	7598	297	34736836	1.12529632834	3.5094919996
HCP5	2661	104	34736836	1.12511834654	3.50893692296
SNORA16	128	5	34736836	1.1245267128	3.50709177885
RP11-325L7.1	1255	49	34736836	1.12398909046	3.50541508158
AC007382.1	205	8	34736836	1.12342961356	3.50367022589
MBNL1-AS1	6587	257	34736836	1.12319510381	3.50293885402
DTWD1	13972	545	34736836	1.12291702669	3.50207160739
HIST1H4C	436	17	34736836	1.12246336103	3.50065674806
MMP25-AS1	4976	194	34736836	1.12235720788	3.50032568539
LYSMD2	2078	81	34736836	1.12214561677	3.49966579048
HOMER3	2643	103	34736836	1.1218887765	3.49886477581
MIR4766	77	3	34736836	1.12160586419	3.49798244955
MIR4730	77	3	34736836	1.12160586419	3.49798244955
MIR4254	77	3	34736836	1.12160586419	3.49798244955
PCSK6-AS1	642	25	34736836	1.12102351431	3.49616625929
RP11-415F23.3	565	22	34736836	1.12094414982	3.49591874309
RIPPLY2	771	30	34736836	1.12015112247	3.49344550734
WIPI1	1903	74	34736836	1.11944477389	3.49124259898
CHFR	11393	443	34736836	1.11937440046	3.49102312346
SLC4A4	8385	326	34736836	1.11924271131	3.49061242094
ZC3H6	11560	449	34736836	1.11814531553	3.48718994315
HIST1H3J	412	16	34736836	1.11797607175	3.486662118
RNU6-190P	103	4	34736836	1.11797607175	3.486662118
RNU6-1238P	103	4	34736836	1.11797607175	3.486662118
CTGF	2344	91	34736836	1.11761835756	3.48554650512
RP11-350N15.6	696	27	34736836	1.11677135616	3.48290493899
RP11-705C15.5	619	24	34736836	1.11616997147	3.48102938437
MIR1302-8	129	5	34736836	1.11580945146	3.47990502087
AL022393.9	1678	65	34736836	1.11514448754	3.47783117998
RP11-298I3.6	1136	44	34736836	1.11502367015	3.47745438353
TTN-AS1	14668	568	34736836	1.11477488583	3.47667849317
B3GNT9	2919	113	34736836	1.11443332469	3.47561325723
RN7SKP74	310	12	34736836	1.11436969733	3.47541482085
PPP1R9A	10881	421	34736836	1.11384055692	3.47376457639
GARNL3	4167	161	34736836	1.11227484988	3.46888156364
RGS5	9322	360	34736836	1.11173977528	3.46721281204
RP11-115C21.2	2746	106	34736836	1.11125844423	3.46571167192
FAT4	16269	628	34736836	1.1112416901	3.46565942038
RP11-1084A12.2	389	15	34736836	1.11007264194	3.46201347835
RP11-196G11.4	545	21	34736836	1.10925790972	3.45947255103
DLEC1	6463	249	34736836	1.10911079654	3.45901374518
CTC-480C2.1	1454	56	34736836	1.10874930912	3.45788636462
RP11-156E8.1	1740	67	34736836	1.10849897574	3.45710564315
JAKMIP1	3455	133	34736836	1.10818771396	3.45613490264
RP11-775C24.5	390	15	34736836	1.10722630183	3.45313652071
AL021917.1	78	3	34736836	1.10722630183	3.45313652071
AL356776.1	78	3	34736836	1.10722630183	3.45313652071
MAK	4242	163	34736836	1.1061822412	3.44988038067
ADPGK-AS1	2733	105	34736836	1.10601090523	3.44934603057
RP4-784A16.2	677	26	34736836	1.10559081246	3.44803587593
RP11-657O9.1	1094	42	34736836	1.10520212212	3.44682365687
UBAC2-AS1	1773	68	34736836	1.10410383623	3.44339840306
CTC-575N7.1	888	34	34736836	1.10223879597	3.4375818517
ADGRE5	3500	134	34736836	1.10216469588	3.43735075376
DEF6	2273	87	34736836	1.10186796953	3.43642534529
NPHP3-ACAD11	784	30	34736836	1.10157718804	3.43551847724
RP11-504P24.9	575	22	34736836	1.10144946895	3.43512015626
PLA2G4B	3006	115	34736836	1.10133288173	3.43475655254
IGFBPL1	1098	42	34736836	1.10117588488	3.43426692224
RP11-227D2.3	523	20	34736836	1.10087509933	3.43332885425
FMN2	9133	349	34736836	1.10007352051	3.43082894875
RP11-74E22.3	445	17	34736836	1.09976185485	3.42985694866
ZNF233	3851	147	34736836	1.09888832137	3.42713263624
RP11-104H15.10	5556	212	34736836	1.098457771	3.4257898672
SYK	5192	198	34736836	1.09784302809	3.42387265189
LINC00621	1180	45	34736836	1.09784302809	3.42387265189
RP11-1072C15.4	2570	98	34736836	1.09774810002	3.42357659719
WDFY2	15949	608	34736836	1.09743766878	3.42260844689
ROBO2	9550	364	34736836	1.09725546812	3.42204021278
SYT15	6641	253	34736836	1.09672257392	3.42037826129
ANKRD61	1260	48	34736836	1.09668128943	3.42024950623
USP46-AS1	1050	40	34736836	1.09668128943	3.42024950623
SNORD124	105	4	34736836	1.09668128943	3.42024950623
SNORD13	105	4	34736836	1.09668128943	3.42024950623
RP4-545K15.5	657	25	34736836	1.09542937015	3.41634511182
RP11-473O4.5	920	35	34736836	1.09519123333	3.4156024281
FICD	3812	145	34736836	1.09502706136	3.41509042054
HDAC11	3444	131	34736836	1.09500951917	3.41503571125
TMCC3	6021	229	34736836	1.09490539796	3.4147109856
CLEC11A	1473	56	34736836	1.09444772265	3.41328362129
GAREML	5946	226	34736836	1.09419134705	3.41248405579
SNORD53_SNORD92	79	3	34736836	1.09321077902	3.40942593184
RP3-388E23.2	580	22	34736836	1.09195421491	3.40550705146
RP11-261P13.6	501	19	34736836	1.09175607406	3.40488910426
RP3-406P24.3	211	8	34736836	1.09148374778	3.40403979293
RP11-1020A11.1	554	21	34736836	1.09123747437	3.40327173341
AC009404.2	4063	154	34736836	1.09114794795	3.40299252497
TAF1A-AS1	1346	51	34736836	1.09077420225	3.40182691416
SPRED1	7787	295	34736836	1.09059018043	3.40125300037
SNORA38B	132	5	34736836	1.09045014574	3.4008162704
TYMP	1690	64	34736836	1.09019205103	3.40001134347
LINC01535	1981	75	34736836	1.08989969135	3.39909955345
HLA-DMB	1403	53	34736836	1.08749668134	3.39160522134
AC013469.1	53	2	34736836	1.08633523953	3.38798300145
IGFBP4	2204	83	34736836	1.08411722293	3.38106561329
PDGFRL	1912	72	34736836	1.08406257167	3.38089517091
NUDT7	1595	60	34736836	1.08292979991	3.37736236509
ZNF565	3006	113	34736836	1.08217926639	3.37502165597
DDIT4L	2607	98	34736836	1.0821682459	3.37498728607
RND2	4152	156	34736836	1.08162569369	3.37329521388
RP3-382I10.7	2317	87	34736836	1.08094341594	3.37116737585
RP11-57H12.5	373	14	34736836	1.0805103857	3.36981687276
KRTAP19-3	613	23	34736836	1.08013267291	3.3686388897
AC092159.2	1946	73	34736836	1.07991547835	3.36796151917
RP11-254F7.2	1573	59	34736836	1.07977441005	3.36752156565
LATS2	5519	207	34736836	1.07974124958	3.36741814721
VAV3	5200	195	34736836	1.07954564428	3.3668081077
NEURL2	1280	48	34736836	1.07954564428	3.3668081077
RP11-972P1.10	240	9	34736836	1.07954564428	3.3668081077
AC093628.1	80	3	34736836	1.07954564428	3.3668081077
MIR563	80	3	34736836	1.07954564428	3.3668081077
ZFHX3	17244	646	34736836	1.078460506	3.36342385768
DNAJC3-AS1	2910	109	34736836	1.07830905134	3.36295151192
SLC27A5	2430	91	34736836	1.07806478606	3.36218971523
AC009506.1	1496	56	34736836	1.0776213205	3.36080666722
ZNF561-AS1	2621	98	34736836	1.07638787374	3.35695988355
ZNF599	6313	236	34736836	1.07618257374	3.35631960892
HRASLS	1070	40	34736836	1.07618257374	3.35631960892
RNU6-658P	107	4	34736836	1.07618257374	3.35631960892
JHDM1D-AS1	2381	89	34736836	1.07606957683	3.35596720241
TPTEP1	10653	398	34736836	1.07552593366	3.35427172781
ALG14	9371	350	34736836	1.07520641838	3.35327524688
IQCH-AS1	5759	215	34736836	1.0747343336	3.35180294336
PITPNM2	7449	278	34736836	1.07437665588	3.35068744418
SNORA84	134	5	34736836	1.07417477043	3.3500578186
RNA5SP323	134	5	34736836	1.07417477043	3.3500578186
KIF27	4905	183	34736836	1.07404337291	3.3496480256
RP4-756H11.3	831	31	34736836	1.07391624461	3.34925154717
CTB-46B19.2	2388	89	34736836	1.07291526903	3.34612977761
CLDN10	3386	126	34736836	1.07125616208	3.34095547604
CTD-2313N18.7	215	8	34736836	1.0711770734	3.34070882004
UBE2L6	1801	67	34736836	1.07095403542	3.34001322548
PRRT4	3551	132	34736836	1.07012128073	3.33741609098
VEGFC	2072	77	34736836	1.06982000785	3.33647650312
RN7SL559P	296	11	34736836	1.06982000785	3.33647650312
FAM174B	3230	120	34736836	1.06951890455	3.33553744416
RP11-505K9.4	727	27	34736836	1.06915111951	3.33439042303
PROK2	1616	60	34736836	1.06885707355	3.33347337396
RP11-500G10.5	431	16	34736836	1.06869174376	3.33295775549
RP11-107F6.3	512	19	34736836	1.06830037716	3.33173718991
DFNA5	2749	102	34736836	1.06815720351	3.3312906704
RASGRF2	8194	304	34736836	1.06803962529	3.33092397605
PRSS16	2750	102	34736836	1.06776878271	3.33007929197
RP11-760H22.2	755	28	34736836	1.06763012945	3.3296468703
XXbac-BPG294E21.9	782	29	34736836	1.06758137031	3.32949480386
AC005042.4	5879	218	34736836	1.06748744323	3.32920187096
LRRC75B	1242	46	34736836	1.06621792028	3.3252425755
RP11-944L7.4	459	17	34736836	1.06621792028	3.3252425755
RNU6-418P	108	4	34736836	1.06621792028	3.3252425755
RNU6-1024P	108	4	34736836	1.06621792028	3.3252425755
RNU6-481P	108	4	34736836	1.06621792028	3.3252425755
RNU6-312P	108	4	34736836	1.06621792028	3.3252425755
RNU6-1011P	108	4	34736836	1.06621792028	3.3252425755
RNU6-32P	108	4	34736836	1.06621792028	3.3252425755
RNU6-1099P	108	4	34736836	1.06621792028	3.3252425755
MIR1915	81	3	34736836	1.06621792028	3.3252425755
AC000403.1	81	3	34736836	1.06621792028	3.3252425755
MIR3191	81	3	34736836	1.06621792028	3.3252425755
ARVCF	4083	151	34736836	1.06465110482	3.32035610588
EP300-AS1	460	17	34736836	1.06390005524	3.31801378729
SLC2A3	3925	145	34736836	1.0635014415	3.31677061989
BMS1P18	785	29	34736836	1.0635014415	3.31677061989
HOXC-AS3	1002	37	34736836	1.06302565106	3.31528675941
CTD-2514K5.4	515	19	34736836	1.06207726816	3.3123290121
RP11-567L7.5	217	8	34736836	1.06130447364	3.309918877
KIAA1644	6756	249	34736836	1.06100992866	3.30900027162
HIST1H2BN	5481	202	34736836	1.06096561525	3.3088620702
FREM2	16094	593	34736836	1.06071921968	3.3080936297
RP11-181G12.2	1737	64	34736836	1.0606934751	3.30801333936
RAB20	1520	56	34736836	1.06060624702	3.30774129879
GS1-393G12.13	1602	59	34736836	1.06022793196	3.30656143744
GNRH1	1765	65	34736836	1.06017702555	3.30640267422
IMMP2L	2689	99	34736836	1.05987374522	3.3054568257
GHRLOS	1712	63	34736836	1.05936722103	3.30387711503
RP3-475N16.1	1495	55	34736836	1.05908602784	3.30300015025
AP000692.9	598	22	34736836	1.05908602784	3.30300015025
TMEM63C	5358	197	34736836	1.05845709555	3.30103868217
SNORA2A	136	5	34736836	1.05837808263	3.30079226245
CCDC180	5279	194	34736836	1.05793700823	3.29941667181
CTD-2213F21.2	1797	66	34736836	1.05731793764	3.29748595968
CTD-2008L17.1	953	35	34736836	1.05726750752	3.2973286819
AF131215.9	2015	74	34736836	1.05722253336	3.29718841978
RP11-304L19.12	1226	45	34736836	1.05665152785	3.29540760949
RCOR2	2616	96	34736836	1.0564361045	3.29473576288
AL662890.1	109	4	34736836	1.0564361045	3.29473576288
RP5-1159O4.1	1581	58	34736836	1.05610200073	3.29369378446
CTD-2054N24.2	982	36	34736836	1.05536030398	3.29138063481
RPS6KA5	27369	1003	34736836	1.05499826443	3.29025153229
ZNF345	4148	152	34736836	1.05490799056	3.28996999273
PUS10	3384	124	34736836	1.05487517645	3.28986765449
RP5-1065P14.2	601	22	34736836	1.05379940873	3.2865126287
PALM3	2268	83	34736836	1.0535248498	3.28565635436
AC147651.2	82	3	34736836	1.05321526272	3.28469083678
KRT8	4593	168	34736836	1.05298595393	3.28397568528
RP11-575L7.2	793	29	34736836	1.05277254928	3.28331013445
NMNAT2	5880	215	34736836	1.05261820191	3.28282876714
RP11-727F15.13	383	14	34736836	1.05229862628	3.28183209801
ASAP3	4216	154	34736836	1.05154983694	3.27949682849
SYNGR3	2905	106	34736836	1.05043569289	3.27602211741
FAM227A	10417	380	34736836	1.05014839801	3.27512612313
RP11-225H22.7	658	24	34736836	1.05001400052	3.27470697405
DLL3	2413	88	34736836	1.04986895093	3.27425460397
MXRA8	3099	113	34736836	1.04970341232	3.27373833425
RP11-972P1.7	3895	142	34736836	1.04951977057	3.27316560577
PCBD2	6419	234	34736836	1.0494414738	3.27292141954
EYA2	2718	99	34736836	1.04856530571	3.27018889048
TSPEAR-AS1	2114	77	34736836	1.04856530571	3.27018889048
ATP2A1	3685	134	34736836	1.04683213991	3.26478361958
RNU1-85P	165	6	34736836	1.04683213991	3.26478361958
RNU1-106P	165	6	34736836	1.04683213991	3.26478361958
RP11-171I2.2	2118	77	34736836	1.0465850124	3.26401289635
SLC25A29	5557	202	34736836	1.0464553783	3.26360860298
RP11-334C17.3	1348	49	34736836	1.04644384906	3.26357264643
PRICKLE4	2451	89	34736836	1.04533727557	3.26012154587
IGDCC4	6528	237	34736836	1.0451483566	3.25953235917
U91328.19	4132	150	34736836	1.04505870695	3.2592527664
LBX1-AS1	3061	111	34736836	1.04392522283	3.2557177389
HHIP-AS1	1186	43	34736836	1.04374283764	3.25514892931
TNFAIP3	4747	172	34736836	1.04308321504	3.2530917465
DNLZ	3147	114	34736836	1.0428404063	3.25233449234
LEAP2	2210	80	34736836	1.0420953429	3.25001084302
AC139100.4	663	24	34736836	1.0420953429	3.25001084302
NPNT	4753	172	34736836	1.04176646787	3.2489851716
CYSRT1	1299	47	34736836	1.04159394984	3.24844713496
C1QL4	2073	75	34736836	1.04152980635	3.24824708895
SYCP2	5612	203	34736836	1.0413293694	3.24762198081
C17orf104	6581	238	34736836	1.0411056611	3.24692429573
FOXN3-AS1	1079	39	34736836	1.0405259222	3.24511624838
RP11-383B4.4	415	15	34736836	1.0405259222	3.24511624838
RASGEF1B	8938	323	34736836	1.04033189559	3.24451113235
ZBED3-AS1	4623	167	34736836	1.03992571978	3.24324438091
AC009303.1	3185	115	34736836	1.03943693641	3.24171999904
LINC01012	3188	115	34736836	1.03845879626	3.23866944697
MEIS3	2994	108	34736836	1.03844069991	3.23861300941
ZFP36	1969	71	34736836	1.03805980354	3.23742509763
RP11-110I1.14	416	15	34736836	1.03802465797	3.23731548817
DLX4	2774	100	34736836	1.03777519277	3.23653747435
ITPKA	1831	66	34736836	1.03768450789	3.23625465295
ZNF540	3608	130	34736836	1.03725745571	3.23492279379
EFCAB2	6884	248	34736836	1.03709982484	3.23443118616
EPHX4	1444	52	34736836	1.03668279783	3.2331305928
RN7SL800P	250	9	34736836	1.03636381851	3.23213578339
SNORA53	250	9	34736836	1.03636381851	3.23213578339
SOGA3	4084	147	34736836	1.03619464388	3.23160817389
RP11-69E11.4	2640	95	34736836	1.03592763845	3.23077545688
RP11-230C9.2	1251	45	34736836	1.0355353902	3.22955214167
NMRK1	2087	75	34736836	1.03454302279	3.22645721868
LINC00116	2060	74	34736836	1.03412786637	3.22516245915
CTA-109P11.4	529	19	34736836	1.03396936315	3.22466813087
RP1-63M2.7	724	26	34736836	1.0338190332	3.22419929282
RP4-555D20.1	1671	60	34736836	1.03367626024	3.22375402293
MBLAC1	1504	54	34736836	1.03360753176	3.22353967758
ADGRL3	13095	470	34736836	1.03324210831	3.22240002162
L3MBTL1	3825	137	34736836	1.03109544761	3.21570517301
GUCA1B	1117	40	34736836	1.03090004826	3.21509577578
ZNF628	3854	138	34736836	1.03080642734	3.2148037977
DNMBP-AS1	2039	73	34736836	1.03065989253	3.21434679564
RILPL2	6145	220	34736836	1.03064840463	3.21431096802
OLIG2	3353	120	34736836	1.03028513621	3.21317803299
PSMD6-AS2	2459	88	34736836	1.03022927149	3.21300380618
L47234.1	196	7	34736836	1.02813870884	3.20648391209
AC010203.1	84	3	34736836	1.02813870884	3.20648391209
CHRNE	2467	88	34736836	1.02688843883	3.20258466129
FOXN4	3478	124	34736836	1.02636503654	3.20095231247
RP11-498P14.3	477	17	34736836	1.02598328178	3.1997617236
FAM228B	1628	58	34736836	1.02561256951	3.19860557324
NRIP2	2752	98	34736836	1.02514993353	3.19716273793
SPTY2D1-AS1	927	33	34736836	1.0248113991	3.1961069415
ODF3B	1096	39	34736836	1.02438637779	3.19478141606
SPATA25	759	27	34736836	1.02407491948	3.19381006264
ROBO3	5062	180	34736836	1.02367030671	3.19254818588
GP1BA	2503	89	34736836	1.02362032059	3.19239229282
RP11-131L12.3	591	21	34736836	1.02291973062	3.19020734401
PHLDA2	957	34	34736836	1.02276703325	3.18973112258
RGS12	7234	257	34736836	1.02273792491	3.18964034164
PCDHGB3	4761	169	34736836	1.02187615422	3.18695271414
RP11-1212A22.4	2367	84	34736836	1.02162325441	3.18616398869
CTD-2256P15.2	902	32	34736836	1.02129964869	3.18515475081
NR3C2	6095	216	34736836	1.02021048582	3.18175794919
LINC01234	3925	139	34736836	1.0194944853	3.17952493907
PTP4A3	2883	102	34736836	1.01850993842	3.17645440615
RP5-837M10.4	594	21	34736836	1.01775346936	3.17409518571
PVT1	4215	149	34736836	1.01764998655	3.17377245107
PCDHGA9	4753	168	34736836	1.01753934071	3.17342737691
RP11-802D6.1	764	27	34736836	1.01737285849	3.17290816432
CORT	1132	40	34736836	1.01723971193	3.17249291656
RHBDF2	3934	139	34736836	1.017162139	3.17225098776
AC044860.1	85	3	34736836	1.01604295933	3.16876057195
RP11-506M13.3	1842	65	34736836	1.01585909343	3.16818714441
STX18-AS1	5102	180	34736836	1.0156446673	3.16751840787
SOX21-AS1	3289	116	34736836	1.01532214239	3.16651254073
ADAM19	7068	249	34736836	1.01417417629	3.16293234792
RNU4-8P	142	5	34736836	1.01365788196	3.16132216685
RP5-832C2.5	2102	74	34736836	1.01346498797	3.16072058318
PCDHGB2	4773	168	34736836	1.01327560997	3.1601299649
DTX4	5711	201	34736836	1.01319640227	3.15988293771
CTD-2201E18.3	2274	80	34736836	1.01276636227	3.15854176037
RP11-111M22.5	711	25	34736836	1.0122322028	3.15687586282
DPF3	5006	176	34736836	1.01211896867	3.1565227165
GBX2	2163	76	34736836	1.01150216015	3.15459905914
RP11-81A22.4	2107	74	34736836	1.01105999275	3.15322005973
AC068987.1	2849	100	34736836	1.01045573351	3.15133554014
RP11-16P6.1	2822	99	34736836	1.00992221861	3.14967165284
ZNF436-AS1	2623	92	34736836	1.00971609378	3.14902880577
PCOLCE	1711	60	34736836	1.00951083042	3.14838864542
CH507-9B2.1	3366	118	34736836	1.0092009192	3.14742211692
RP5-855D21.1	542	19	34736836	1.00916935997	3.14732369231
HSD17B8	999	35	34736836	1.00858451918	3.14549973358
AC005076.5	771	27	34736836	1.00813601023	3.1441009566
BSN	15967	559	34736836	1.00785539367	3.14322579019
THAP8	1829	64	34736836	1.00733983939	3.14161791715
GJD3	886	31	34736836	1.00725101498	3.14134089808
ZDHHC1	2058	72	34736836	1.00715628621	3.14104546491
AP001412.1	715	25	34736836	1.0065693653	3.13921501883
PCDHGB1	4777	167	34736836	1.00640079601	3.13868929724
RP11-449P15.2	6759	236	34736836	1.00516949076	3.13484919235
RP11-402D21.2	573	20	34736836	1.00481269974	3.13373645859
DICER1-AS1	3725	130	34736836	1.00467782555	3.13331582282
TTC21B-AS1	2321	81	34736836	1.00466117693	3.13326390031
MIR3188	86	3	34736836	1.00422850631	3.13191451879
MIR421	86	3	34736836	1.00422850631	3.13191451879
KCNB2	3585	125	34736836	1.00376164043	3.13045849158
C1QTNF9B-AS1	1205	42	34736836	1.00339512166	3.1293154196
TVP23C	4476	156	34736836	1.00333107244	3.12911566756
RP11-339B21.13	574	20	34736836	1.00306215497	3.12827698741
SMIM10L2B	2698	94	34736836	1.00298779899	3.12804509141
PPFIA2	6575	229	34736836	1.00265025112	3.12699237176
HCG15	1035	36	34736836	1.00131769905	3.12283650569
CTD-3076O17.1	575	20	34736836	1.00131769905	3.12283650569
DUSP8	4489	156	34736836	1.00042545783	3.12005384897
PRRT3	3943	137	34736836	1.00023841925	3.1194705267
ANXA1	2390	83	34736836	0.999746593869	3.11793665761
RP11-23J9.4	6512	226	34736836	0.999088106503	3.11588301531
NLGN1	8731	303	34736836	0.999052663591	3.11577247855
CTB-55O6.10	317	11	34736836	0.998948650862	3.11544809124
MVP	2940	102	34736836	0.998763317161	3.11487008603
RP11-412D9.4	1470	51	34736836	0.998763317161	3.11487008603
TPPP	6026	209	34736836	0.998451331587	3.11389708821
RP11-544A12.8	3086	107	34736836	0.998154106186	3.11297012334
PRSS53	2192	76	34736836	0.998120060408	3.11286394385
RP11-656D10.6	548	19	34736836	0.998120060408	3.11286394385
SNORA74B	202	7	34736836	0.997599935312	3.11124181569
TCP11L2	5339	185	34736836	0.997519856115	3.11099207054
SLC7A8	4734	164	34736836	0.997298891213	3.11030294134
DMD	16254	563	34736836	0.997144001857	3.10981988373
CTD-2349P21.6	462	16	34736836	0.996982990392	3.10931773294
FBXL8	2570	89	34736836	0.996934499001	3.10916650153
IDH1-AS1	491	17	34736836	0.996729175985	3.1085261551
RP11-15A1.9	289	10	34736836	0.996120548359	3.10662801171
RFESD	3815	132	34736836	0.996068327098	3.10646514786
RP11-43A14.1	318	11	34736836	0.995807302903	3.10565108467
RP11-396C23.4	492	17	34736836	0.994703303676	3.10220801251
SPRY2	3041	105	34736836	0.993991385727	3.09998773481
ESRRB	2955	102	34736836	0.993693452606	3.09905856275
RP11-307N16.6	4173	144	34736836	0.993399298838	3.09814117746
AC003006.1	87	3	34736836	0.992685649916	3.09591550133
AL161626.1	58	2	34736836	0.992685649916	3.09591550133
SLC1A4	4701	162	34736836	0.992052155564	3.09393980541
PCDHGA12	4819	166	34736836	0.991655679331	3.09270330429
EPS8L1	3050	105	34736836	0.991058296392	3.09084023002
CTD-3099C6.9	2849	98	34736836	0.990246618835	3.08830882934
RP3-333H23.9	407	14	34736836	0.990246618835	3.08830882934
CTD-2647L4.1	698	24	34736836	0.989841278426	3.08704468327
RP11-80H5.7	669	23	34736836	0.989717979812	3.08666014856
NOL3	1891	65	34736836	0.989535933417	3.08609239556
RP11-872J21.3	1513	52	34736836	0.989405128932	3.08568445208
C21orf140	757	26	34736836	0.988751624883	3.08364635139
GLS2	2737	94	34736836	0.988696047377	3.08347302032
RP11-159H10.3	1954	67	34736836	0.987097347895	3.07848711314
GRIN2D	5106	175	34736836	0.986658768767	3.07711930459
TNS3	7820	268	34736836	0.986592438766	3.07691243943
SAMD9	6858	235	34736836	0.986461461677	3.07650395765
RP11-395L14.18	2043	70	34736836	0.98636900114	3.07621559848
RP11-42O15.3	467	16	34736836	0.986308654306	3.07602739318
ABC7-42404400C24.1	5517	189	34736836	0.986208092657	3.07571376886
SNORA7	146	5	34736836	0.985886433136	3.07471060063
SEC14L2	4965	170	34736836	0.985687865878	3.07409132358
ICAM5	3011	103	34736836	0.984773177117	3.07123865907
PCDHGB7	4970	170	34736836	0.984696228186	3.07099867637
RP11-464F9.22	936	32	34736836	0.984201157182	3.06945468508
RP11-77E14.2	585	20	34736836	0.984201157182	3.06945468508
MFSD6	4887	167	34736836	0.983748025894	3.06804149231
RIN3	4214	144	34736836	0.983734046998	3.06799789595
RHPN1	3805	130	34736836	0.983554507276	3.06743796058
GNAT2	1347	46	34736836	0.983105164802	3.06603658409
AL121992.1	88	3	34736836	0.981405131167	3.06073464336
RP11-97O12.7	675	23	34736836	0.980920486658	3.05922316946
RP11-876N24.3	2379	81	34736836	0.980167545882	3.05687495276
RTN2	2379	81	34736836	0.980167545882	3.05687495276
PPP4R4	4349	148	34736836	0.979675053907	3.05533900476
AC002076.10	529	18	34736836	0.97954992298	3.05494875556
RNASE4	2616	89	34736836	0.979404305212	3.05449461351
CAPS	4086	139	34736836	0.979323508275	3.05424262992
RP11-567G24.3	500	17	34736836	0.978788050817	3.05257268431
DHRS2	1736	59	34736836	0.97839006164	3.05133146473
PCDHGB5	4855	165	34736836	0.978372983491	3.05127820265
RP11-288C18.1	2619	89	34736836	0.9782824217	3.05099576515
CTC-277H1.7	2678	91	34736836	0.978229062781	3.05082935325
BCAM	3444	117	34736836	0.977985601093	3.05007006272
PDIA2	1709	58	34736836	0.977002494534	3.04700402179
RP11-700J17.1	442	15	34736836	0.976964383967	3.04688516533
RP11-1275H24.3	943	32	34736836	0.976895316142	3.04666976165
RN7SL521P	295	10	34736836	0.975860469409	3.04344235724
MIR3657	118	4	34736836	0.975860469409	3.04344235724
5S_rRNA	118	4	34736836	0.975860469409	3.04344235724
AC074091.1	59	2	34736836	0.975860469409	3.04344235724
MIR4261	59	2	34736836	0.975860469409	3.04344235724
RP11-126K1.6	620	21	34736836	0.97507348516	3.04098796824
TEP1	10750	364	34736836	0.974771136792	3.04004502624
AC007773.2	975	33	34736836	0.97435914561	3.03876013823
PCDHGC5	4994	169	34736836	0.974199513464	3.03826228915
GRHL1	3635	123	34736836	0.974115464443	3.0380001632
PCDHGA3	4880	165	34736836	0.973360826813	3.03564665448
CFAP157	1834	62	34736836	0.973199999209	3.03514507709
NBPF16	3846	130	34736836	0.973069396824	3.03473776391
RN7SL689P	296	10	34736836	0.972563643499	3.03316045738
RN7SKP239	296	10	34736836	0.972563643499	3.03316045738
C15orf59	6576	222	34736836	0.971853743029	3.03094647165
RP11-158H5.2	474	16	34736836	0.971742914686	3.03060082831
RP11-92C4.3	1867	63	34736836	0.971417612425	3.02958629937
RP11-110I1.13	326	11	34736836	0.971370313875	3.02943878811
PCDHGA4	4891	165	34736836	0.971171710253	3.02881939764
RP11-154J22.1	4714	159	34736836	0.97099565799	3.0282703387
AC090616.2	1601	54	34736836	0.970984214721	3.02823465027
CTD-3105H18.18	593	20	34736836	0.970923569901	3.02804551563
RNU6ATAC35P	445	15	34736836	0.970378107221	3.02634436647
AL139377.1	89	3	34736836	0.970378107221	3.02634436647
ESPNL	4985	168	34736836	0.970183447621	3.02573727632
WNT5B	2583	87	34736836	0.969626749802	3.02400108783
CTD-2292M16.8	3830	129	34736836	0.969618019931	3.02397386174
RP11-277B15.3	683	23	34736836	0.969430934838	3.02339039442
ZCCHC18	3151	106	34736836	0.968427701632	3.02026158397
SEPP1	2735	92	34736836	0.968367573666	3.02007406126
HSD11B2	1905	64	34736836	0.967152003278	3.01628302912
CCDC191	3993	134	34736836	0.966084757219	3.01295458006
MB21D2	3370	113	34736836	0.965291060764	3.01047925752
RAPGEFL1	4147	139	34736836	0.964918219149	3.00931646633
MCF2L2	6299	211	34736836	0.964318700085	3.00744673006
LRRC37A3	7076	237	34736836	0.964206963238	3.00709825334
RP11-583F2.7	627	21	34736836	0.964187497287	3.00703754435
PLP2	1284	43	34736836	0.96408022231	3.00670298299
AC005785.2	239	8	34736836	0.963611174814	3.00524015192
MAP3K8	3407	114	34736836	0.963257633878	3.00413755427
CNTFR	2122	71	34736836	0.963213832789	3.00400095063
