Gene	Length	Counts	TotalReads	RPKM(26263627 pairs)	TPM(8.69 norm. reads)
LINC00893	2489	64	26263627	0.979039864005	2.95969216299
SEMA3A	8325	214	26263627	0.978756883263	2.95883669641
CROCC	6693	172	26263627	0.97848217844	2.9580062484
RP4-694B14.8	467	12	26263627	0.978384724909	2.95771164093
HOPX	2453	63	26263627	0.977886159518	2.95620444992
PXMP4	5727	147	26263627	0.977316992321	2.95448382572
PLCD1	3236	83	26263627	0.976595857082	2.95230379363
RAB30	11073	284	26263627	0.976558665939	2.95219136273
RP11-563E2.2	780	20	26263627	0.976294159258	2.95139174426
MIR3161	78	2	26263627	0.976294159258	2.95139174426
snoR442	78	2	26263627	0.976294159258	2.95139174426
AL356776.1	78	2	26263627	0.976294159258	2.95139174426
AC019205.1	78	2	26263627	0.976294159258	2.95139174426
MIR4512	78	2	26263627	0.976294159258	2.95139174426
METRN	3472	89	26263627	0.976012968544	2.95054168904
PRRT4	3551	91	26263627	0.975744289272	2.9497294566
SORBS1	9097	233	26263627	0.97522095473	2.94814738707
PCDHGA11	5818	149	26263627	0.97511951864	2.9478407401
AL583828.1	1525	39	26263627	0.973733387693	2.94365038887
ICAM5	3011	77	26263627	0.97370021928	2.94355011891
RP11-44N11.3	313	8	26263627	0.973175008589	2.94196237767
RP11-305K5.1	509	13	26263627	0.972458032895	2.93979492012
ZNF599	6313	161	26263627	0.971036120066	2.93549639826
CPZ	2549	65	26263627	0.97093201009	2.93518166799
CTD-2256P15.2	902	23	26263627	0.970882329107	2.93503147961
ECE2	5217	133	26263627	0.970680046784	2.93441996885
EPOR	2513	64	26263627	0.969689702152	2.93142610174
MIR503HG	1257	32	26263627	0.96930398628	2.93026006113
SRGAP3	10451	266	26263627	0.969101101152	2.92964672806
RP11-566K19.6	1454	37	26263627	0.968908164931	2.9290634711
RP11-254F7.2	1573	40	26263627	0.968225612487	2.92700007696
5S_rRNA	118	3	26263627	0.968020479942	2.92637994982
RP1-118J21.5	787	20	26263627	0.967610475503	2.92514048352
ZSCAN31	4488	114	26263627	0.967157716591	2.92377176805
CLDN10	3386	86	26263627	0.967067516288	2.9234990875
KCNK15	2601	66	26263627	0.966159617812	2.92075445972
OR2W3	946	24	26263627	0.965973925016	2.92019310003
CTC-471J1.11	749	19	26263627	0.965866451282	2.91986820093
HIST1H3E	2681	68	26263627	0.965733722623	2.91946695479
RP11-415F23.4	553	14	26263627	0.963936005343	2.9140323551
RP11-1293J14.1	474	12	26263627	0.963936005343	2.9140323551
RN7SKP173	316	8	26263627	0.963936005343	2.9140323551
RNU1-60P	158	4	26263627	0.963936005343	2.9140323551
AC005702.2	79	2	26263627	0.963936005343	2.9140323551
KIAA0513	8693	220	26263627	0.96360334596	2.91302670721
RP13-890H12.2	2055	52	26263627	0.963466936727	2.91261433449
RP11-298I3.4	1344	34	26263627	0.963218791053	2.91186417626
ZNF565	3006	76	26263627	0.962653322701	2.91015473387
RN7SL181P	277	7	26263627	0.962196048655	2.9087723689
SH3GL2	2574	65	26263627	0.961501823511	2.90667368753
ATP2A1	3685	93	26263627	0.960927792572	2.90493835996
MSRA	2854	72	26263627	0.960558514084	2.90382201047
KLK8	1467	37	26263627	0.960322066673	2.90310721675
IL17D	1864	47	26263627	0.960057507468	2.90230743951
CTD-2553L13.9	1866	47	26263627	0.959028506924	2.89919671342
RP11-307N16.6	4173	105	26263627	0.9580456703	2.89622554344
RP11-295D4.1	1950	49	26263627	0.956768276073	2.89236390938
PGF	2151	54	26263627	0.955869595257	2.8896471471
ALOX12-AS1	2710	68	26263627	0.955399302713	2.88822542649
DEF6	2273	57	26263627	0.954818264861	2.88646891663
C11orf45	3755	94	26263627	0.953154297694	2.88143865099
AL022393.9	1678	42	26263627	0.953021354508	2.88103675632
SLC8A1	21424	536	26263627	0.952597699082	2.87975602232
GLIS2	4477	112	26263627	0.952524656609	2.87953521084
EMID1	2280	57	26263627	0.951886805276	2.87760695066
RP11-15A1.2	520	13	26263627	0.951886805276	2.87760695066
RP11-407G23.4	360	9	26263627	0.951886805276	2.87760695066
Vault	200	5	26263627	0.951886805276	2.87760695066
RNA5SP202	120	3	26263627	0.951886805276	2.87760695066
RNA5SP123	120	3	26263627	0.951886805276	2.87760695066
MIR4469	80	2	26263627	0.951886805276	2.87760695066
MIR4782	80	2	26263627	0.951886805276	2.87760695066
RNU7-117P	40	1	26263627	0.951886805276	2.87760695066
TRIM7	4841	121	26263627	0.951690175075	2.87701252658
SPRY2	3041	76	26263627	0.951573787583	2.8766606807
SLC35D3	2361	59	26263627	0.951483634245	2.87638814212
RP4-673M15.1	1442	36	26263627	0.950566573924	2.87361581758
RP11-737O24.5	721	18	26263627	0.950566573924	2.87361581758
EPHA8	5375	134	26263627	0.949230376983	2.86957641963
RIN3	4214	105	26263627	0.948724390641	2.86804679468
RP11-863K10.7	2088	52	26263627	0.948239729394	2.86658163667
AC100830.5	241	6	26263627	0.947937067495	2.86566667285
EML2-AS1	1086	27	26263627	0.946627762153	2.86170856972
CCDC39	3299	82	26263627	0.946404583603	2.8610338885
CD19	1972	49	26263627	0.94609439064	2.86009615786
ACTA2-AS1	2455	61	26263627	0.946070796283	2.8600248308
CTC-444N24.13	1047	26	26263627	0.945522710112	2.85836793571
AC108488.4	1329	33	26263627	0.945440619236	2.85811977041
RP11-162D16.2	443	11	26263627	0.945440619236	2.85811977041
TMEM184A	6285	156	26263627	0.945071386623	2.8570035596
IGDCC4	6528	162	26263627	0.944887637591	2.85644807602
KRTCAP3	1209	30	26263627	0.944800799282	2.85618555897
ABHD16B	1492	37	26263627	0.944230879229	2.85446265883
CREBRF	8716	216	26263627	0.943586736759	2.85251538018
SNORD111B	81	2	26263627	0.940135116322	2.84208093892
MIR3191	81	2	26263627	0.940135116322	2.84208093892
SNORD72	81	2	26263627	0.940135116322	2.84208093892
AC005488.1	81	2	26263627	0.940135116322	2.84208093892
ORAI3	2471	61	26263627	0.939944882588	2.84150585172
AC142472.6	1742	43	26263627	0.939865272718	2.84126518664
RXRG	2269	56	26263627	0.939720777355	2.84082836909
ATP6AP1L	2513	62	26263627	0.93938689896	2.83981903607
KIF21B	9971	246	26263627	0.939380820772	2.83980066137
MR1	7867	194	26263627	0.938940079947	2.83846827725
AP001350.4	1095	27	26263627	0.938847259999	2.83818767736
RP3-394A18.1	49288	1215	26263627	0.93859963351	2.83743908866
FALEC	568	14	26263627	0.938479948864	2.8370772753
MCMDC2	6249	154	26263627	0.938329768043	2.83662327029
MST1	2639	65	26263627	0.937819512588	2.83508073956
CMB9-94B1.2	325	8	26263627	0.937242392887	2.83333607449
PER3	6509	160	26263627	0.93594646701	2.82941841822
RP11-120D5.1	2319	57	26263627	0.935878359651	2.82921252587
CTA-109P11.4	529	13	26263627	0.935692133731	2.82864955452
AC006042.7	570	14	26263627	0.935187036763	2.82712261819
BCAS4	6883	169	26263627	0.934876478813	2.82618378417
RP3-510D11.2	1589	39	26263627	0.934514421794	2.82508926559
SGPP2	3341	82	26263627	0.934507249718	2.825067584
RNU1-59P	163	4	26263627	0.934367416222	2.82464485954
B3GNTL1	1875	46	26263627	0.934118251578	2.82389162091
GNGT1	2365	58	26263627	0.933774794182	2.82285333003
CTD-2116N20.1	367	9	26263627	0.933730926157	2.82272071454
STX18-AS1	5102	125	26263627	0.932856532023	2.82007737226
ROBO3	5062	124	26263627	0.932706154518	2.81962277267
RP11-1000B6.5	735	18	26263627	0.932460543944	2.8188802782
RP11-676J12.9	490	12	26263627	0.932460543944	2.8188802782
SYT3	3145	77	26263627	0.932213469078	2.81813335708
DOPEY2	7722	189	26263627	0.931917152019	2.81723757407
AP006621.6	286	7	26263627	0.931917152019	2.81723757407
RCBTB2	3270	80	26263627	0.931510023512	2.81600680187
AC007319.1	1350	33	26263627	0.930733765159	2.81366012953
RP1-90G24.11	450	11	26263627	0.930733765159	2.81366012953
SYNGR3	2905	71	26263627	0.930588133213	2.81321987603
AP000892.4	491	12	26263627	0.930561438967	2.81313917783
DRC3	2619	64	26263627	0.930443001721	2.81278113543
HIST1H2AG	2251	55	26263627	0.930320289475	2.81241016946
CTB-113P19.3	573	14	26263627	0.930290769555	2.81232092909
KB-1125A3.11	614	15	26263627	0.930182545873	2.81199376286
SLC22A4	2211	54	26263627	0.929930121844	2.81123067093
RP11-968A15.2	737	18	26263627	0.929930121844	2.81123067093
RP11-797A18.5	1515	37	26263627	0.929896020996	2.81112758216
ZFP14	7822	191	26263627	0.9297385825	2.8106516368
SLC25A53	6226	152	26263627	0.929565013826	2.81012692901
CGREF1	3605	88	26263627	0.929442872281	2.8097576883
BCAR3	4098	100	26263627	0.929123284799	2.8087915575
ACCS	2377	58	26263627	0.929060743896	2.80860249286
MTHFD2L	3117	76	26263627	0.928372116792	2.80652073468
RP11-2B6.2	1436	35	26263627	0.928023347762	2.80546638644
FAM110A	2012	49	26263627	0.927285357029	2.80323539925
RP5-906A24.2	575	14	26263627	0.927054975574	2.80253894325
FOXH1	2506	61	26263627	0.926817160764	2.8018200158
LINC00665	5547	135	26263627	0.926661032719	2.80134803201
SERTM1	3209	78	26263627	0.92548670379	2.7977979701
PGM5	3744	91	26263627	0.92544550513	2.79767342425
RP11-1079K10.2	247	6	26263627	0.924910256139	2.79605533667
RP11-113K21.6	453	11	26263627	0.92456996539	2.79502661874
CTD-2015H6.3	1154	28	26263627	0.92384161344	2.79282477014
EPCAM	2020	49	26263627	0.923612939773	2.79213347688
USP35	4947	120	26263627	0.923601509061	2.7920989212
COL4A2-AS2	1527	37	26263627	0.922588390183	2.78903620627
CPM	6810	165	26263627	0.922533467669	2.78887017244
RP11-15A1.9	289	7	26263627	0.922243271548	2.78799289337
RP11-404E16.1	537	13	26263627	0.921752586115	2.78650952391
AC037445.1	661	16	26263627	0.921645318271	2.78618524723
AGER	1695	41	26263627	0.920999622804	2.78423327379
RP11-181G12.2	1737	42	26263627	0.920650450699	2.78317770703
RP5-1061H20.4	1158	28	26263627	0.920650450699	2.78317770703
MMP15	4260	103	26263627	0.920604140314	2.78303770815
AC009303.1	3185	77	26263627	0.920505921586	2.78274078745
WIPI1	1903	46	26263627	0.920373999847	2.78234198067
C8orf58	2069	50	26263627	0.920141909402	2.7816403583
UCKL1-AS1	3603	87	26263627	0.919391085862	2.77937057682
LRRC75A	2776	67	26263627	0.91896852959	2.77809316562
SSPN	4890	118	26263627	0.918794625952	2.77756744522
ENO1-IT1	746	18	26263627	0.918711125736	2.7773150194
RAB26	1866	45	26263627	0.918218783225	2.77582664051
AGAP2	6636	160	26263627	0.918034290803	2.77526890962
SLC25A45	2697	65	26263627	0.917651351027	2.77411126129
AP000472.2	1494	36	26263627	0.917481258098	2.77359706088
RP11-368I7.6	664	16	26263627	0.917481258098	2.77359706088
RP1-92O14.3	664	16	26263627	0.917481258098	2.77359706088
RP11-363J20.2	581	14	26263627	0.917481258098	2.77359706088
DCUN1D2-AS	332	8	26263627	0.917481258098	2.77359706088
MIR3153	83	2	26263627	0.917481258098	2.77359706088
MIR106B	83	2	26263627	0.917481258098	2.77359706088
LPO	3362	81	26263627	0.917344809368	2.77318456875
RP11-1017G21.5	1080	26	26263627	0.916631738414	2.77102891545
RP11-270M14.5	582	14	26263627	0.915904829819	2.76883143019
CTC-241N9.1	1456	35	26263627	0.915275774304	2.76692976025
JAKMIP1	3455	83	26263627	0.914692964839	2.7651678947
LHX8	2457	59	26263627	0.914307228511	2.76400179225
RP11-438L19.1	1083	26	26263627	0.914092592324	2.76335293507
TOMM20L	625	15	26263627	0.913811333065	2.76250267263
RP3-406A7.7	375	9	26263627	0.913811333065	2.76250267263
RNA5SP439	125	3	26263627	0.913811333065	2.76250267263
TTN-AS1	14668	352	26263627	0.913728266859	2.76225155885
RP11-353K11.1	417	10	26263627	0.913080868371	2.76029443708
AC104699.1	417	10	26263627	0.913080868371	2.76029443708
CTB-13F3.1	626	15	26263627	0.912351570552	2.75808972907
RP11-23J9.4	6512	156	26263627	0.912127405547	2.75741206574
SCARNA1	167	4	26263627	0.911987358349	2.75698869524
AGPAT4-IT1	1879	45	26263627	0.911866018892	2.75662187929
RP11-126O1.5	1211	29	26263627	0.911799086805	2.75641953985
DERL3	3341	80	26263627	0.911714389968	2.75616349659
TMPPE	3968	95	26263627	0.911585146182	2.75577278541
RP11-61L19.3	752	18	26263627	0.911380983775	2.75515559106
RP11-77E14.2	585	14	26263627	0.911207881974	2.75463229465
RP11-771K4.3	418	10	26263627	0.910896464379	2.75369086187
RP11-166O4.6	1338	32	26263627	0.910624148545	2.75286763591
UBE2Q2L	502	12	26263627	0.910170650463	2.75149668589
RP11-490B18.6	502	12	26263627	0.910170650463	2.75149668589
MIRLET7DHG	1298	31	26263627	0.909352572067	2.74902358923
ZDHHC21	9170	219	26263627	0.909326980831	2.74894622549
RP11-388C12.5	335	8	26263627	0.909265008025	2.74875887824
JAM2	4691	112	26263627	0.909071176218	2.74817291387
SLC29A4	5699	136	26263627	0.908626815354	2.74682958617
HIGD1B	713	17	26263627	0.907830333223	2.74442177622
HOMER3	2643	63	26263627	0.907587873362	2.74368880653
HDAC10	2727	65	26263627	0.907556176648	2.74359298559
AC009336.19	3525	84	26263627	0.907330401625	2.7429104551
KLF4	2938	70	26263627	0.907175988691	2.74244365618
ZNF524	1302	31	26263627	0.906558862168	2.74057804825
MIR3164	84	2	26263627	0.906558862168	2.74057804825
AC135983.1	84	2	26263627	0.906558862168	2.74057804825
MIR4653	84	2	26263627	0.906558862168	2.74057804825
MIR324	84	2	26263627	0.906558862168	2.74057804825
SLC22A15	5041	120	26263627	0.90637902506	2.74003439063
RP11-876N24.7	631	15	26263627	0.905122160326	2.73623481838
SAMD9	6858	163	26263627	0.904972582444	2.73578263609
AC091177.1	547	13	26263627	0.904901533352	2.73556785072
AP006216.10	421	10	26263627	0.904405515702	2.73406836167
ZCWPW1	2486	59	26263627	0.903641536787	2.73175881076
RN7SL844P	295	7	26263627	0.903485781279	2.73128795317
RP11-656D10.6	548	13	26263627	0.903250253182	2.73057593858
DNM3	10629	252	26263627	0.902720763683	2.72897526227
EPHA5-AS1	1181	28	26263627	0.902720763683	2.72897526227
RP11-23F23.2	464	11	26263627	0.902651280866	2.72876521183
CTD-2621I17.3	675	16	26263627	0.902529711669	2.72839770136
LINC00963	11433	271	26263627	0.902514910277	2.72835295593
RP5-890E16.5	591	14	26263627	0.901957040533	2.72666648455
CTC-523E23.11	845	20	26263627	0.901194608546	2.72436161009
RP11-932O9.7	972	23	26263627	0.900962819809	2.7236608998
CTC-575N7.1	888	21	26263627	0.900433464451	2.722060629
DFNA5	2749	65	26263627	0.900293086111	2.72163625744
HOXC-AS1	550	13	26263627	0.899965706807	2.72064657153
RP11-525G13.2	677	16	26263627	0.899863449597	2.72033744228
ZNF233	3851	91	26263627	0.899732010181	2.71994009359
RP11-161I10.1	508	12	26263627	0.899420603411	2.71899869354
RNU4ATAC18P	127	3	26263627	0.899420603411	2.71899869354
RNU6ATAC	127	3	26263627	0.899420603411	2.71899869354
RNU4-21P	127	3	26263627	0.899420603411	2.71899869354
RP11-455F5.3	1652	39	26263627	0.898876159946	2.71735281055
PRIMA1	3898	92	26263627	0.898651473427	2.71667357066
RP11-87C12.5	1145	27	26263627	0.897849563055	2.71424935084
LYSMD2	2078	49	26263627	0.897833560318	2.71420097367
C10orf10	2122	50	26263627	0.897160042673	2.71216489223
RP11-802D6.1	764	18	26263627	0.897066099213	2.71188089591
JPH3	3990	94	26263627	0.897016137303	2.71172985826
CLCN2	3314	78	26263627	0.896163799777	2.70915319434
AL590233.1	85	2	26263627	0.89589346379	2.70833595356
AL139396.1	85	2	26263627	0.89589346379	2.70833595356
MIR4273	85	2	26263627	0.89589346379	2.70833595356
MIR26A2	85	2	26263627	0.89589346379	2.70833595356
AC136698.1	85	2	26263627	0.89589346379	2.70833595356
C19orf57	2935	69	26263627	0.89513035181	2.70602902345
RP11-972P1.11	468	11	26263627	0.894936312653	2.70544243224
RAB3B	12849	302	26263627	0.894917317125	2.7053850077
RN7SL333P	298	7	26263627	0.894390286837	2.70379176572
MSS51	2428	57	26263627	0.893864051083	2.70220092566
DLGAP4-AS1	2045	48	26263627	0.893703015223	2.70171410526
STAP2	1577	37	26263627	0.893337014464	2.70060766454
CTD-2288O8.1	597	14	26263627	0.892892145653	2.69926280129
DMBX1	2900	68	26263627	0.892804175983	2.69899686407
KCNMB2-AS1	1365	32	26263627	0.89261180275	2.69841530904
MKLN1-AS	2049	48	26263627	0.891958353407	2.6964398952
AC012442.5	427	10	26263627	0.891697241477	2.69565053926
BEND6	5382	126	26263627	0.891399014975	2.69474898389
RP11-504G3.2	769	18	26263627	0.891233419765	2.69424838033
PDE10A	10302	241	26263627	0.890719161606	2.69269374921
UQCRHL	2181	51	26263627	0.89034804345	2.6915718383
HIST2H2BE	2224	52	26263627	0.890253846661	2.69128707616
RP11-55L4.2	214	5	26263627	0.889613836707	2.68935229033
HFM1	4970	116	26263627	0.888683053618	2.6865384811
F8A1	1714	40	26263627	0.888575780888	2.68621418965
RUNX3	4371	102	26263627	0.888514794218	2.68602982354
RP11-481C4.2	3214	75	26263627	0.888506663295	2.6860052433
MAPK11	2443	57	26263627	0.888375733127	2.6856094341
AC005154.6	7072	165	26263627	0.888355898589	2.68554947318
ZNF433	2358	55	26263627	0.888104737747	2.68479019994
PURG	3773	88	26263627	0.888057660899	2.684647884
NMI	1631	38	26263627	0.887104809332	2.68176736052
RP11-328P23.4	601	14	26263627	0.886949435865	2.68129765785
CCDC191	3993	93	26263627	0.886806640528	2.68086597958
C14orf28	2920	68	26263627	0.886689078888	2.68051058417
PLA2G4B	3006	70	26263627	0.886654376172	2.68040567593
METTL20	6875	160	26263627	0.886120080548	2.67879047043
CACNB1	4126	96	26263627	0.885905315623	2.67814122407
CCDC152	3440	80	26263627	0.885476097931	2.67684367503
CNIH2	1548	36	26263627	0.885476097931	2.67684367503
SRGAP3-AS1	430	10	26263627	0.885476097931	2.67684367503
AP001062.9	129	3	26263627	0.885476097931	2.67684367503
MIR3186	86	2	26263627	0.885476097931	2.67684367503
MIRLET7I	86	2	26263627	0.885476097931	2.67684367503
CTD-2574D22.2	1764	41	26263627	0.884974127354	2.67532618995
CFLAR	20653	480	26263627	0.884918736324	2.67515873978
C1QTNF9B-AS1	1205	28	26263627	0.884741262995	2.674622228
AK7	4347	101	26263627	0.884661305111	2.67438051085
TCP11L2	5339	124	26263627	0.884315144066	2.67333404669
RP11-325K4.3	603	14	26263627	0.884007646691	2.67240446496
RP5-1142A6.7	560	13	26263627	0.883894890614	2.67206359704
CRYL1	1594	37	26263627	0.883809580809	2.67180570074
RN7SKP87	302	7	26263627	0.882544057872	2.66797995425
LA16c-359F1.1	302	7	26263627	0.882544057872	2.66797995425
ZNF606	7510	174	26263627	0.882174722333	2.6668634323
TMEM63C	5358	124	26263627	0.881179274761	2.66385413872
CTD-2325A15.5	605	14	26263627	0.881085307363	2.66357007003
AC067945.4	389	9	26263627	0.880923521593	2.66308098261
RP1-140A9.1	908	21	26263627	0.880600128229	2.66210334642
CTC-786C10.1	779	18	26263627	0.879792682669	2.65966239342
FBXO48	5670	131	26263627	0.879697858844	2.65937573571
CHN2	4112	95	26263627	0.879661930946	2.65926712366
ERICH2	606	14	26263627	0.879631371212	2.65917473988
PCDHGC4	4978	115	26263627	0.879606127817	2.65909842769
FOXE1	3463	80	26263627	0.879595084287	2.65906504248
RGL1	5325	123	26263627	0.87948978065	2.65874670371
C16orf46	2208	51	26263627	0.87946063531	2.65865859572
NUP50-AS1	2079	48	26263627	0.879087381496	2.6575302286
RNF207	3942	91	26263627	0.878961940945	2.65715101481
PCBD2	6419	148	26263627	0.877889061729	2.65390764105
PAOX	1865	43	26263627	0.877879520148	2.65387879632
VIPR1	3384	78	26263627	0.877626132524	2.65311279139
RP11-3D4.2	564	13	26263627	0.877626132524	2.65311279139
GTSE1-AS1	1519	35	26263627	0.877315027904	2.65217230475
HIST2H2AC	391	9	26263627	0.876417518925	2.649459085
HIST1H2BB	565	13	26263627	0.876072811936	2.64841701653
KIAA1549L	12263	282	26263627	0.875583720421	2.64693846558
TSGA13	2262	52	26263627	0.875298211748	2.64607535693
C15orf48	957	22	26263627	0.875298211748	2.64607535693
CTD-2537I9.18	609	14	26263627	0.875298211748	2.64607535693
MIR4513	87	2	26263627	0.875298211748	2.64607535693
SNORD103B	87	2	26263627	0.875298211748	2.64607535693
MAP3K6	4396	101	26263627	0.874800430691	2.644570537
CTD-2630F21.1	1393	32	26263627	0.874669856966	2.64417580534
THAP8	1829	42	26263627	0.874341078657	2.64318189016
SP2-AS1	2004	46	26263627	0.873987885084	2.64211416627
RASGRF2	8194	188	26263627	0.873589062201	2.64090850243
EOMES	3662	84	26263627	0.873386036518	2.64029474446
ATRNL1	8850	203	26263627	0.87336958857	2.64024502139
INE2	1875	43	26263627	0.87319749604	2.63972477607
SAMD14	4580	105	26263627	0.872909297415	2.63885353554
RP11-661A12.9	1178	27	26263627	0.872697580389	2.63821350315
RP11-365H22.2	611	14	26263627	0.872433078486	2.63741389913
MXRA8	3099	71	26263627	0.872332535329	2.63710995156
LINC01004	1135	26	26263627	0.872213460341	2.63674998122
SCARNA23	131	3	26263627	0.871957378879	2.63597583266
GPT	2053	47	26263627	0.871674229868	2.6351198574
RP11-458D21.1	2054	47	26263627	0.871249850983	2.63383693634
CISH	2230	51	26263627	0.870784342047	2.63242967684
CELF4	4202	96	26263627	0.869882278025	2.62970268694
PITPNM2	7449	170	26263627	0.868952916617	2.62689317552
RP11-798M19.6	2498	57	26263627	0.868815819067	2.62647872198
ASIC3	2323	53	26263627	0.868704273433	2.6261415133
TNFRSF13C	3947	90	26263627	0.86820179858	2.62462250377
TEX40	921	21	26263627	0.868170376148	2.624527512
ALDH1A3	5439	124	26263627	0.86805636223	2.62418284156
USP30-AS1	658	15	26263627	0.86798188931	2.62395770577
FMN2	9133	208	26263627	0.867151890934	2.62144857434
RP11-15A1.3	2196	50	26263627	0.866927873658	2.62077135761
RN7SL832P	1757	40	26263627	0.866829190918	2.62047303418
CRLF1	1801	41	26263627	0.866793093089	2.62036390843
FAM114A1	4130	94	26263627	0.866608810615	2.61980681222
PRR16	2199	50	26263627	0.865745161688	2.6171959533
RP11-791G15.2	396	9	26263627	0.86535164116	2.61600631878
MIRLET7F1	88	2	26263627	0.86535164116	2.61600631878
CLYBL	6779	154	26263627	0.864968685721	2.61484862311
CCNB3	4712	107	26263627	0.864617047237	2.61378560034
NAPRT	2158	49	26263627	0.864549647054	2.61358184582
AC010894.3	793	18	26263627	0.864260403277	2.61270744574
ABCA3	6837	155	26263627	0.863199969682	2.60950169578
GALC	4720	107	26263627	0.863151594615	2.60935545526
FZD9	2339	53	26263627	0.862761875667	2.60817731312
THRB	8260	187	26263627	0.861999189282	2.6058716696
OVGP1	2254	51	26263627	0.861512459079	2.60440025703
KIAA0226L	5264	119	26263627	0.860748706899	2.60209139155
CTD-3074O7.5	1460	33	26263627	0.860609988332	2.60167203758
ANTXR2	8453	191	26263627	0.860335406638	2.60084196179
RP11-140I16.3	487	11	26263627	0.860020932899	2.59989129012
CFAP58-AS1	797	18	26263627	0.859922835381	2.59959473585
RP11-121A14.2	310	7	26263627	0.859768727346	2.59912885866
PPM1J	2791	63	26263627	0.859460676925	2.59819760504
PRRT3	3943	89	26263627	0.859426078312	2.5980930115
SLC35E2	2441	55	26263627	0.857906993694	2.5935007339
RP11-54O7.17	2087	47	26263627	0.857473499722	2.59219025742
WWTR1-AS1	2577	58	26263627	0.856956689267	2.59062791057
GNG2	5199	117	26263627	0.856862906077	2.59034439875
SEMA6A-AS1	2269	51	26263627	0.85581713652	2.587182979
SAXO2	3961	89	26263627	0.855520582374	2.58628647926
ZNF814	6814	153	26263627	0.854937958364	2.58452517435
CNTNAP1	5300	119	26263627	0.854902111909	2.58441680852
SH3RF3-AS1	1605	36	26263627	0.854029283239	2.58177819872
RP11-442N24__B.1	981	22	26263627	0.853884188219	2.58133956838
C1orf61	892	20	26263627	0.853710139261	2.58081340866
ZBTB46	5353	120	26263627	0.853550656702	2.58033128398
TPPP	6026	135	26263627	0.853001783686	2.57867201021
TRIM38	9421	211	26263627	0.852767714312	2.57796440543
GLI2	6878	154	26263627	0.852518569425	2.57721122653
RP11-297A16.2	1430	32	26263627	0.852038538989	2.57576006772
RP11-572N21.1	3130	70	26263627	0.851528132516	2.57421708046
RP11-586D19.1	2552	57	26263627	0.850431785278	2.57090276156
CALCRL	5239	117	26263627	0.850320719354	2.57056700307
RP11-178L8.7	403	9	26263627	0.850320719354	2.57056700307
RP11-108P20.3	627	14	26263627	0.850170033421	2.57011147108
RP1-125I3.2	851	19	26263627	0.850098674512	2.56989574912
RP11-566K11.4	987	22	26263627	0.848693402881	2.56564753453
RP11-535C21.3	404	9	26263627	0.848215965098	2.56420421346
CAPN10-AS1	4001	89	26263627	0.846967514817	2.56043007857
C11orf65	3329	74	26263627	0.846375771588	2.55864120575
AC093818.1	2205	49	26263627	0.84612160469	2.55787284503
AP001619.2	450	10	26263627	0.84612160469	2.55787284503
VTRNA1-3	90	2	26263627	0.84612160469	2.55787284503
RP3-467K16.2	3107	69	26263627	0.84557694965	2.55622632244
AC018816.3	991	22	26263627	0.845267798833	2.55529174226
SLC10A5	2569	57	26263627	0.844804171285	2.5538901703
RP11-31F19.1	451	10	26263627	0.844245503571	2.55220128661
SALL3	6950	154	26263627	0.843686722374	2.55051205986
CTC-471J1.2	677	15	26263627	0.843621983997	2.55031635213
RP11-445F12.1	2257	50	26263627	0.843497390586	2.5499396993
CXorf58	1761	39	26263627	0.843238737212	2.54915777571
RP11-124N19.3	587	13	26263627	0.843238737212	2.54915777571
STARD5	4877	108	26263627	0.843172236784	2.5489567412
RP11-444E17.6	3523	78	26263627	0.842999384747	2.54843419984
LPXN	2078	46	26263627	0.842864158666	2.54802540386
CEP126	7050	156	26263627	0.842521087223	2.54698827973
IGSF10	11073	245	26263627	0.842453778715	2.54678480235
AC068987.1	2849	63	26263627	0.841963758967	2.5453034453
CTD-3216D2.5	588	13	26263627	0.841804657727	2.54482247337
RPS6KA5	27369	605	26263627	0.841669797497	2.54441478337
RP11-368I7.4	724	16	26263627	0.841446899692	2.54374095086
GNRH1	1765	39	26263627	0.841327714579	2.54338064761
RP11-74J13.9	498	11	26263627	0.84102448659	2.54246397247
CTB-55O6.10	317	7	26263627	0.840783298036	2.54173484601
GNB5	9647	213	26263627	0.840683692439	2.54143373273
AP001462.6	453	10	26263627	0.840518150354	2.54093328976
GPR135	4579	101	26263627	0.839838980851	2.53888012244
PCDHGC3	5034	111	26263627	0.839566431352	2.53805619009
SAMD13	2179	48	26263627	0.838743766008	2.53556922683
IGFLR1	1771	39	26263627	0.83847736659	2.53476388652
RP11-385D13.3	318	7	26263627	0.838139325401	2.53374196913
ANO4	4089	90	26263627	0.838051479334	2.53347640557
MICAL2	7542	166	26263627	0.838044071471	2.53345401119
CTC-480C2.1	1454	32	26263627	0.837974629129	2.53324408311
RNU6-786P	91	2	26263627	0.836823565078	2.52976435223
SNORD11B	91	2	26263627	0.836823565078	2.52976435223
RP5-1024G6.5	1184	26	26263627	0.836116788418	2.52762772693
AC010761.13	501	11	26263627	0.83598841182	2.5272396373
VGLL2	2235	49	26263627	0.834764267714	2.52353898134
SLC9A3	2601	57	26263627	0.83441057902	2.52246976067
MFSD4	4290	94	26263627	0.834287736093	2.52209839964
SPINK2	776	17	26263627	0.834127612871	2.52161433821
RASSF4	3652	80	26263627	0.834073870998	2.52145187352
AC007405.8	685	15	26263627	0.833769464476	2.52053163561
RP5-832C2.5	2102	46	26263627	0.833240590727	2.51893282075
LHX2	2559	56	26263627	0.833226433692	2.51889002324
