Gene	Length	Counts	TotalReads	RPKM(30841902 pairs)	TPM(9.86 norm. reads)
RNU6-945P	108	3	30841902	0.900650607663	2.81777713027
AC023593.1	108	3	30841902	0.900650607663	2.81777713027
RNU6-1011P	108	3	30841902	0.900650607663	2.81777713027
RNU6-1062P	108	3	30841902	0.900650607663	2.81777713027
RNU6-3P	108	3	30841902	0.900650607663	2.81777713027
RNU6-807P	108	3	30841902	0.900650607663	2.81777713027
RNU6-268P	108	3	30841902	0.900650607663	2.81777713027
RNU6-858P	108	3	30841902	0.900650607663	2.81777713027
MIR4758	72	2	30841902	0.900650607663	2.81777713027
OLIG2	3353	93	30841902	0.899307555758	2.81357525563
LIPE	3823	106	30841902	0.899001495904	2.81261771622
RP11-250B2.3	686	19	30841902	0.898024804142	2.80956203659
CNTNAP3	7079	196	30841902	0.89772435198	2.80862204141
IGFBP4	2204	61	30841902	0.897381458452	2.8075492641
AP003068.23	1664	46	30841902	0.896320556664	2.80423012483
C11orf65	3329	92	30841902	0.896051310477	2.80338776072
HOXC-AS2	507	14	30841902	0.895321314126	2.80110389281
ACTA2	1811	50	30841902	0.895180062834	2.80066197376
TRPM4	5796	160	30841902	0.89505650451	2.80027540896
XX-FW81066F1.2	580	16	30841902	0.894439224162	2.79834418454
RP11-527N22.2	580	16	30841902	0.894439224162	2.79834418454
AC116407.2	508	14	30841902	0.893558870595	2.79558990877
RP11-20I23.2	1343	37	30841902	0.893273722567	2.79469779413
RP11-10A14.3	654	18	30841902	0.892387758051	2.79192596394
ADAMTS13	5344	147	30841902	0.89188679187	2.79035864023
CAPN12	3019	83	30841902	0.891402456342	2.78884334721
CTD-3131K8.2	2074	57	30841902	0.8910969368	2.78788749822
AC090616.2	1601	44	30841902	0.891087172104	2.78785694837
HLA-DMA	1128	31	30841902	0.89106921822	2.78780077782
RP11-143J12.3	546	15	30841902	0.890753348238	2.78681254642
RP11-110G21.1	1748	48	30841902	0.890345680802	2.78553711734
AC092295.4	437	12	30841902	0.890345680802	2.78553711734
L3MBTL1	3825	105	30841902	0.890054718161	2.78462681109
STX18-AS1	5102	140	30841902	0.88970581392	2.78353522865
RP11-380O24.1	1276	35	30841902	0.889357183115	2.78244450168
PCAT7	1167	32	30841902	0.889074121703	2.78155891523
RP11-572O17.1	803	22	30841902	0.888312928106	2.77917744355
RP11-807G9.2	438	12	30841902	0.888312928106	2.77917744355
RP11-778D9.12	365	10	30841902	0.888312928106	2.77917744355
MIR4324	73	2	30841902	0.888312928106	2.77917744355
MIR4755	73	2	30841902	0.888312928106	2.77917744355
SLCO4A1-AS1	1424	39	30841902	0.888001020477	2.77820160878
ZNF792	4238	116	30841902	0.887474501557	2.77655434073
TMEM163	1900	52	30841902	0.887377861866	2.77625199361
RP11-553A21.3	1975	54	30841902	0.886513813315	2.77354872974
C17orf97	2268	62	30841902	0.886354566271	2.77305050915
RP11-420M1.2	366	10	30841902	0.885885843603	2.77158406256
RP11-619J20.1	183	5	30841902	0.885885843603	2.77158406256
APOBEC3F	3043	83	30841902	0.884372006473	2.76684786896
KLHL22-IT1	110	3	30841902	0.884275142069	2.76654481881
RNU6-195P	110	3	30841902	0.884275142069	2.76654481881
GVQW1	1834	50	30841902	0.883953704358	2.7655391682
RP11-452K12.4	807	22	30841902	0.883909890048	2.76540209067
TSPEAR-AS2	2900	79	30841902	0.88325873386	2.76336488224
SCARA3	4038	110	30841902	0.883253196222	2.76334755717
SPATA18	4409	120	30841902	0.882470089613	2.76089752841
RP11-353N14.7	331	9	30841902	0.88160361596	2.75818667736
CCDC24	1472	40	30841902	0.881071246627	2.7565211057
GRAMD1C	4676	127	30841902	0.880619028707	2.75510629589
RP11-84A14.4	442	12	30841902	0.880273897082	2.75402651646
IMMP2L	2689	73	30841902	0.880219336905	2.75385581939
CHD5	9688	263	30841902	0.880198178505	2.75378962318
LRRIQ3	3831	104	30841902	0.880197304905	2.75378689004
RP11-968A15.2	737	20	30841902	0.879875763253	2.75278091424
MT1F	737	20	30841902	0.879875763253	2.75278091424
RP11-159H10.3	1954	53	30841902	0.879447983327	2.75144256118
ARHGEF40	5943	161	30841902	0.878373030795	2.74807946274
SYT11	5244	142	30841902	0.877979768568	2.74684910182
SOX21-AS1	3289	89	30841902	0.877374444193	2.74495528288
PPP2R2C	4989	135	30841902	0.877362588343	2.74491819064
BCL9L	10385	281	30841902	0.87732128523	2.74478896965
VMAC	2256	61	30841902	0.876697134055	2.74283624914
FOXB1	2959	80	30841902	0.876604849635	2.74254752794
Z84812.4	777	21	30841902	0.876308699348	2.74162099161
RN7SL559P	296	8	30841902	0.876308699348	2.74162099161
RP11-484D2.4	185	5	30841902	0.876308699348	2.74162099161
AC008581.1	111	3	30841902	0.876308699348	2.74162099161
MIR221	111	3	30841902	0.876308699348	2.74162099161
AF235103.1	111	3	30841902	0.876308699348	2.74162099161
VPS37D	1630	44	30841902	0.87523347395	2.73825703948
C1QL1	1297	35	30841902	0.874957413767	2.73739335708
RP11-181K3.4	482	13	30841902	0.874490631507	2.73593298126
TMEM86A	3598	97	30841902	0.874116709827	2.73476312921
FBXO32	6753	182	30841902	0.873843148439	2.73390726455
SPDYE2	2081	56	30841902	0.87251880108	2.729763909
PCOLCE	1711	46	30841902	0.871699243886	2.72719984087
AC005534.8	744	20	30841902	0.871597362254	2.72688109381
SLC25A48	4539	122	30841902	0.871482147798	2.72652063365
DUSP10	2680	72	30841902	0.87107700562	2.7252531051
RP11-347I19.7	2608	70	30841902	0.870260556484	2.72269876084
NEK10	5560	149	30841902	0.868901053868	2.71844541848
CCDC191	3993	107	30841902	0.86884701746	2.71827636008
RP11-35O15.1	336	9	30841902	0.868484514532	2.71714223276
CXXC4	5568	149	30841902	0.867652632813	2.7145396061
ENDOV	4447	119	30841902	0.867638228745	2.7144945415
ZNF699	3364	90	30841902	0.867451833778	2.71391138587
LINC01389	486	13	30841902	0.867293177749	2.71341501433
RP13-465B17.4	486	13	30841902	0.867293177749	2.71341501433
KB-318B8.7	561	15	30841902	0.866936413793	2.71229884197
RP11-422P24.12	711	19	30841902	0.866448685853	2.71077293545
RP11-967K21.1	2732	73	30841902	0.866365225819	2.71051182223
ZNF582-AS1	1610	43	30841902	0.865967168113	2.70926645817
DMD	16254	434	30841902	0.865741669381	2.70856096243
AC137932.5	412	11	30841902	0.865673885035	2.7083488922
GUCY1A2	16371	437	30841902	0.865496020998	2.70779242645
DLX4	2774	74	30841902	0.864936272103	2.70604119504
SLC29A4	5699	152	30841902	0.864776298496	2.70554070132
AC068587.1	150	4	30841902	0.864624583356	2.70506604506
AL359973.1	75	2	30841902	0.864624583356	2.70506604506
MIR4461	75	2	30841902	0.864624583356	2.70506604506
NRCAM	6976	186	30841902	0.864500640612	2.70467827756
SLC16A7	12415	331	30841902	0.864450474499	2.70452132777
CAPN5	4614	123	30841902	0.864343496041	2.70418663477
MIA-RAB4B	1238	33	30841902	0.864275381182	2.7039735305
ADAMTS19-AS1	788	21	30841902	0.864075963697	2.70334963259
AC098820.3	1126	30	30841902	0.863856710725	2.70266367734
SLC45A4	7736	206	30841902	0.863395153364	2.70121964815
RAB3B	12849	342	30841902	0.863009594641	2.70001338842
TSPAN10	1842	49	30841902	0.862512308316	2.69845757752
KTN1-AS1	3384	90	30841902	0.86232504989	2.69787172047
MIR34AHG	4213	112	30841902	0.861956622382	2.6967190575
RP11-278C7.4	414	11	30841902	0.861491885591	2.69526508113
FGD4	9645	256	30841902	0.860590565083	2.69244520814
SH2D3A	2525	67	30841902	0.860344263637	2.69167462899
FAM149A	3392	90	30841902	0.860291264395	2.69150881547
HSD3B7	2376	63	30841902	0.859711943678	2.68969635162
TICAM1	2678	71	30841902	0.859620221503	2.68940938946
RP11-498C9.12	566	15	30841902	0.859277964908	2.68833860485
FAT4	16269	431	30841902	0.858964584701	2.68735816296
RP11-345P4.9	2039	54	30841902	0.858687975133	2.68649276177
GFRA1	9440	250	30841902	0.858671130187	2.68644006064
CTA-109P11.4	529	14	30841902	0.858086779323	2.68461185946
RP11-390F4.6	529	14	30841902	0.858086779323	2.68461185946
CTD-2600H12.2	2305	61	30841902	0.858060188472	2.68452866728
ADCK5	1965	52	30841902	0.858024395697	2.68441668593
RLTPR	4725	125	30841902	0.857762483488	2.68359726692
PLD1	8960	237	30841902	0.8576284581	2.68317795485
ZNF862	6958	184	30841902	0.857417307439	2.6825173485
RP11-127B20.3	908	24	30841902	0.857006745618	2.68123286404
TMEM198	2573	68	30841902	0.856895719999	2.68088550909
C2orf82	757	20	30841902	0.856629375848	2.6800522243
RP11-479O9.4	1969	52	30841902	0.856281329378	2.67896332548
RP11-278A23.2	341	9	30841902	0.855750137486	2.67730143756
TSPAN2	3221	85	30841902	0.855632058196	2.67693201447
C3orf80	2578	68	30841902	0.855233781055	2.67568596389
ZNF836	3526	93	30841902	0.855183844145	2.67552973118
RP11-762I7.4	531	14	30841902	0.854854814053	2.67450032703
KIAA1614-AS1	1442	38	30841902	0.854431367048	2.67317552996
SPATA25	759	20	30841902	0.854372117941	2.6729901631
JAG1	6074	160	30841902	0.854090796862	2.67211002146
AC006042.7	570	15	30841902	0.853247944102	2.66947307078
RNU2-28P	190	5	30841902	0.853247944102	2.66947307078
RNU2-42P	114	3	30841902	0.853247944102	2.66947307078
RNU5B-2P	114	3	30841902	0.853247944102	2.66947307078
MIR328	76	2	30841902	0.853247944102	2.66947307078
DLK2	2243	59	30841902	0.852867539312	2.66828293566
TUBA8	2129	56	30841902	0.852847170056	2.66821920837
LAMC3	6161	162	30841902	0.852555485131	2.66730664238
RAPGEFL1	4147	109	30841902	0.852219190853	2.6662545115
VGLL3	11579	304	30841902	0.851258334076	2.66324837323
AF001548.5	838	22	30841902	0.851211552827	2.66310201333
GMPR	1524	40	30841902	0.851008448185	2.66246657978
RNF39	2210	58	30841902	0.850931433846	2.66222563258
RP11-101E7.2	915	24	30841902	0.850450409859	2.66072070006
C17orf67	2021	53	30841902	0.850292607333	2.66022699879
ITPKA	1831	48	30841902	0.849985936669	2.65926754839
ATRNL1	8850	232	30841902	0.849969929401	2.65921746802
LINC00638	2519	66	30841902	0.849521970547	2.65781598314
RP11-972P1.7	3895	102	30841902	0.849085759008	2.65645125092
SERPINB9	4125	108	30841902	0.848904136386	2.65588302606
F12	2063	54	30841902	0.848698391322	2.65523933167
FAM201A	3439	90	30841902	0.848533867062	2.65472460078
PHLDB3	3707	97	30841902	0.848414330175	2.65435061745
NNAT	1300	34	30841902	0.847997187523	2.65304554419
CTD-2396E7.11	689	18	30841902	0.847056014173	2.65010098754
TNFAIP3	4747	124	30841902	0.846956880684	2.64979083832
C8orf58	2069	54	30841902	0.846237207007	2.64753926595
RNU5F-4P	115	3	30841902	0.845828396762	2.64626026147
SEMA3E	6594	172	30841902	0.845742881809	2.64599271923
CFD	1227	32	30841902	0.845598614529	2.64554136436
SSBP2	8821	230	30841902	0.845412881924	2.64496028099
KAZALD1	1918	50	30841902	0.845240403437	2.64442066449
MYCL	4949	129	30841902	0.845144760959	2.64412143725
DENND1C	2839	74	30841902	0.845133222548	2.64408533816
LINC01003	1765	46	30841902	0.845029691949	2.64376143214
GHR	5614	146	30841902	0.843216885265	2.63808988185
SEMA6A-AS1	2269	59	30841902	0.843094707217	2.63770763539
STAP2	1577	41	30841902	0.84296784839	2.63731074463
DOCK9-AS2	808	21	30841902	0.842687944793	2.63643503773
CTD-3131K8.3	462	12	30841902	0.84216680197	2.63480458934
SNORD66	77	2	30841902	0.84216680197	2.63480458934
SNORD117	77	2	30841902	0.84216680197	2.63480458934
RGPD8	6320	164	30841902	0.841367276526	2.63230319258
RP11-706O15.7	2120	55	30841902	0.841173680742	2.63169750846
SCN2A	9020	234	30841902	0.841139769285	2.63159141301
USP50	1427	37	30841902	0.840691387111	2.63018860373
SLC25A29	5557	144	30841902	0.840196643895	2.6286407492
TEC	3705	96	30841902	0.840121052654	2.62840425431
GBX2	2163	56	30841902	0.839441343064	2.62627771365
TSSK6	1468	38	30841902	0.839298386432	2.62583045927
EMID1	2280	59	30841902	0.839027145033	2.62498185293
RP4-545K15.5	657	17	30841902	0.838962209878	2.62477869669
CNIH2	1548	40	30841902	0.837814518756	2.62118802816
AC091153.4	387	10	30841902	0.837814518756	2.62118802816
PLXNB1	7393	191	30841902	0.837667195765	2.62072711318
STAM-AS1	2596	67	30841902	0.836814046873	2.61805795
SLCO4C1	5347	138	30841902	0.836811711028	2.61805064207
LRRC6	2015	52	30841902	0.836733467764	2.61780585006
AC007192.6	465	12	30841902	0.836733467764	2.61780585006
RN7SKP74	310	8	30841902	0.836733467764	2.61780585006
CLEC11A	1473	38	30841902	0.836449444184	2.61691725337
LCAT	1513	39	30841902	0.835765666331	2.61477798473
ERN1	9816	253	30841902	0.835689255765	2.6145389265
HIST1H2AH	388	10	30841902	0.835655202986	2.61443238891
ADAMTS20	6525	168	30841902	0.834809942551	2.61178790557
TNFRSF6B	1127	29	30841902	0.834320527418	2.6102567205
RTN1	3926	101	30841902	0.834122671794	2.60963770903
SORBS1	9097	234	30841902	0.834020085627	2.60931675776
HSD11B2	1905	49	30841902	0.833988279222	2.60921724819
ANKRD23	2606	67	30841902	0.833602941551	2.60801168005
SCARNA2	428	11	30841902	0.833312244473	2.60710220464
GCSAM	3348	86	30841902	0.83285970171	2.60568637853
NAV2-AS1	662	17	30841902	0.832625637296	2.60495408418
RP11-348N5.9	701	18	30841902	0.832555768567	2.60473549274
MLXIPL	3584	92	30841902	0.83229765976	2.60392797306
ZNF536	4950	127	30841902	0.831873652169	2.60260142214
CDKN2B-AS1	4017	103	30841902	0.831369791689	2.60102504332
AC092811.1	1638	42	30841902	0.831369791689	2.60102504332
KCNMB2-AS1	1365	35	30841902	0.831369791689	2.60102504332
AC007773.2	975	25	30841902	0.831369791689	2.60102504332
snoR442	78	2	30841902	0.831369791689	2.60102504332
MIR4512	78	2	30841902	0.831369791689	2.60102504332
RNY5P8	78	2	30841902	0.831369791689	2.60102504332
METTL20	6875	176	30841902	0.830039600022	2.59686340326
CTD-2213F21.2	1797	46	30841902	0.829981862153	2.59668276445
ABCA7	7036	180	30841902	0.829479240713	2.5951102621
RP11-297D21.4	2268	58	30841902	0.829170400705	2.59414402469
RP5-901A4.1	743	19	30841902	0.829131918764	2.59402363002
CYP27C1	4500	115	30841902	0.82859855905	2.59235495985
ANTXR2	8453	216	30841902	0.828517582537	2.59210161658
TRIM6-TRIM34	3405	87	30841902	0.828439854097	2.59185843524
RP11-532M24.1	1019	26	30841902	0.827290450218	2.58826240818
ESRRG	7291	186	30841902	0.827150798095	2.58782549229
RP11-797D24.4	392	10	30841902	0.827128109078	2.58775450739
DNAJC9-AS1	2869	73	30841902	0.824994700919	2.58107992274
ZNF346-IT1	747	19	30841902	0.824692122679	2.58013327591
ZNF425	3224	82	30841902	0.824665196595	2.58004903491
5S_rRNA	118	3	30841902	0.82432428498	2.57898245821
RNA5SP195	118	3	30841902	0.82432428498	2.57898245821
CTD-2353F22.2	2243	57	30841902	0.823956775267	2.57783266666
PRRX1	7753	197	30841902	0.823863550825	2.5775410045
AC004069.2	551	14	30841902	0.823825601202	2.57742227524
IKBKE	3425	87	30841902	0.823602249109	2.57672349547
SLC35E2	2441	62	30841902	0.823536319665	2.5765172285
PPFIA2	6575	167	30841902	0.823530259052	2.57649826725
RNF144B	5044	128	30841902	0.822798969094	2.57421035216
RMDN2	4300	109	30841902	0.8218960429	2.57138545562
ZNF599	6313	160	30841902	0.821756296553	2.57094824495
LRP4-AS1	1618	41	30841902	0.821607105631	2.57048148596
GIPC3	4341	110	30841902	0.821602489368	2.57046704351
AL928654.7	987	25	30841902	0.821261952276	2.56940163854
FBN1	15439	391	30841902	0.821138542228	2.56901553764
RP4-646N3.1	1185	30	30841902	0.82084612344	2.56810067569
AC012627.1	79	2	30841902	0.82084612344	2.56810067569
MIR544B	79	2	30841902	0.82084612344	2.56810067569
MIR450B	79	2	30841902	0.82084612344	2.56810067569
SNORD53_SNORD92	79	2	30841902	0.82084612344	2.56810067569
RP11-203J24.8	1107	28	30841902	0.82010461836	2.56578080155
NOL4L	8858	224	30841902	0.819919451365	2.56520148775
RP11-333J10.3	712	18	30841902	0.819693249671	2.56449379272
PCDHGA8	8665	219	30841902	0.819472520579	2.56380321928
LINC00174	4709	119	30841902	0.819364451737	2.5634651149
DEGS2	4355	110	30841902	0.818961287335	2.56220377402
RP5-1184F4.5	990	25	30841902	0.818773279693	2.56161557297
FLJ20021	792	20	30841902	0.818773279693	2.56161557297
GPRC5A	7366	186	30841902	0.818728817392	2.56147646813
AC009120.5	515	13	30841902	0.818455309488	2.56062077081
CTD-2619J13.3	793	20	30841902	0.81774077871	2.55838528852
RP11-575L7.2	793	20	30841902	0.81774077871	2.55838528852
AC104986.1	119	3	30841902	0.817397190148	2.55731033671
AL590822.2	1944	49	30841902	0.817257032879	2.55687184043
RP11-412D9.4	1470	37	30841902	0.81609973429	2.55325111396
S1PR3	8756	220	30841902	0.814658841102	2.54874313291
LINC00476	2828	71	30841902	0.814025089528	2.54676037658
AC005785.2	239	6	30841902	0.813977118222	2.54661029346
PRSS53	2192	55	30841902	0.813543888309	2.54525488957
RP11-1100L3.8	917	23	30841902	0.81323740801	2.54429603475
RP11-755F10.1	399	10	30841902	0.812617089621	2.54235530551
SOX5	7503	188	30841902	0.812422139499	2.5417453842
RP11-26J3.3	918	23	30841902	0.81235152848	2.54152447044
PIP5K1B	2956	74	30841902	0.811682415025	2.53943108086
CTD-2013N17.6	2000	50	30841902	0.810585546897	2.53599941724
RP11-15A1.2	520	13	30841902	0.810585546897	2.53599941724
MIR98	120	3	30841902	0.810585546897	2.53599941724
RNA5SP477	120	3	30841902	0.810585546897	2.53599941724
RNU7-117P	40	1	30841902	0.810585546897	2.53599941724
ACVR1C	9205	230	30841902	0.810145250565	2.53462190534
LPO	3362	84	30841902	0.810103342526	2.53449079177
VSTM4	8090	202	30841902	0.809583587012	2.53286468372
RAB43	4686	117	30841902	0.809547665274	2.53275229891
PLXND1	7130	178	30841902	0.809448680772	2.53244261581
RP5-1065P14.2	601	15	30841902	0.809236818865	2.53177978427
RGMA	12703	317	30841902	0.809117904011	2.53140774704
RP11-195B17.1	481	12	30841902	0.808900337859	2.53072706918
RP13-514E23.2	441	11	30841902	0.808747484432	2.53024885167
RP11-438L19.1	1083	27	30841902	0.80834015757	2.52897448811
NADK2-AS1	722	18	30841902	0.80834015757	2.52897448811
ZSCAN23	3130	78	30841902	0.807995816715	2.52789718268
CTC-559E9.5	923	23	30841902	0.807950924317	2.52775673224
CTD-2270P14.5	3251	81	30841902	0.807842870484	2.52741867483
C16orf46	2208	55	30841902	0.807648642741	2.52681101356
AP001432.14	522	13	30841902	0.807479855146	2.52628294438
ANKRD34A	3615	90	30841902	0.807222121391	2.52547659808
ZFP36	1969	49	30841902	0.806880483452	2.52440774901
RP11-120K18.2	1769	44	30841902	0.806461595556	2.52309721557
RP11-802D6.1	764	19	30841902	0.80634164351	2.52272193338
WIPF3	6074	151	30841902	0.806048189538	2.52180383275
MYB	4667	116	30841902	0.805896065481	2.52132789715
PLEKHF1	2376	59	30841902	0.805127058365	2.51892198009
RP5-882C2.2	2014	50	30841902	0.804950890662	2.51837082149
GHc-857G6.7	2298	57	30841902	0.804236312848	2.51613519204
RNF144A-AS1	2500	62	30841902	0.804100862521	2.5157114219
CTD-2649C14.2	1492	37	30841902	0.804066092096	2.51560263909
HIST1H2BB	565	14	30841902	0.803412223473	2.51355694452
CTD-3099C6.11	646	16	30841902	0.803056888566	2.51244524309
RRAS	1050	26	30841902	0.802865684545	2.51184704184
RP11-727A23.7	768	19	30841902	0.80214194745	2.50958275665
JAM2	4691	116	30841902	0.801772956214	2.50842832999
SRRM2-AS1	5865	145	30841902	0.801602075362	2.50789371185
RP11-464F9.21	809	20	30841902	0.801567907932	2.50778681557
CACNB1	4126	102	30841902	0.801548480693	2.50772603547
GJB2	2429	60	30841902	0.800907909655	2.50572194375
TMEM171	1539	38	30841902	0.800578317923	2.50469078246
MIR2116	81	2	30841902	0.800578317923	2.50469078246
AC005488.1	81	2	30841902	0.800578317923	2.50469078246
RP1-125I3.2	851	21	30841902	0.800107942883	2.50321916625
AC006042.6	527	13	30841902	0.799818755951	2.50231441549
LMF1	2636	65	30841902	0.799515334572	2.50136513081
JAKMIP2-AS1	2069	51	30841902	0.79922402884	2.50045375117
RP11-229D13.3	1988	49	30841902	0.799168849053	2.50028111559
PRSS27	1136	28	30841902	0.799168849053	2.50028111559
RP5-877J2.1	1542	38	30841902	0.799020772557	2.4998178432
RP11-92C4.3	1867	46	30841902	0.798863099245	2.49932454618
KCNC4	18754	462	30841902	0.798742716575	2.49894791674
NKX3-2	2803	69	30841902	0.798150592021	2.49709539479
PRRT3	3943	97	30841902	0.79763426882	2.49548002508
RLN2	1179	29	30841902	0.797522675488	2.49513089398
AQP11	2155	53	30841902	0.797420584418	2.49481149167
TTC39B	11105	273	30841902	0.797081870519	2.49375179075
STAC3	1668	41	30841902	0.79697859527	2.49342868362
FRMD5	5737	141	30841902	0.796880335453	2.49312126778
TNFRSF13C	3947	97	30841902	0.796825923982	2.49295103595
AC002076.10	529	13	30841902	0.796794866515	2.4928538695
RP3-333H23.9	407	10	30841902	0.796644272134	2.49238271965
RP11-723O4.2	1303	32	30841902	0.796277436706	2.49123503766
EMX2OS	8311	204	30841902	0.795858267678	2.48992362468
RP11-498C9.4	326	8	30841902	0.7956667945	2.48932458134
AAK1	13329	327	30841902	0.795442940461	2.48862423119
KCNIP4	3386	83	30841902	0.79478559235	2.48656765069
RP11-535A5.1	408	10	30841902	0.794691712644	2.48627393847
C8orf31	2081	51	30841902	0.794615336698	2.48603498855
STON1	5634	138	30841902	0.794183922412	2.48468526503
RP11-245P10.4	286	7	30841902	0.793580255703	2.48279663226
LINC01012	3188	78	30841902	0.793295767352	2.48190658149
TBX2-AS1	981	24	30841902	0.793233562712	2.48171196794
RP11-49I11.4	450	11	30841902	0.792572534743	2.47964387464
SLC16A6	3969	97	30841902	0.792409151413	2.47913271325
GP1BB	1555	38	30841902	0.79234085613	2.47891904451
SLC25A53	6226	152	30841902	0.791577276764	2.47653010871
CEP126	7050	172	30841902	0.791039512432	2.47484765824
RP11-396C23.4	492	12	30841902	0.790815167704	2.47414577292
AC147651.2	82	2	30841902	0.790815167704	2.47414577292
AC009041.2	41	1	30841902	0.790815167704	2.47414577292
ATP1B2	3160	77	30841902	0.790064393811	2.47179690035
RP11-48B3.4	1806	44	30841902	0.789939403399	2.47140585512
QRICH2	5378	131	30841902	0.789785843387	2.47092542699
TIMM23B	616	15	30841902	0.789531376847	2.47012930251
CTB-102L5.4	534	13	30841902	0.789334240424	2.46951254113
RP11-415J8.5	493	12	30841902	0.789211080143	2.46912722165
EFNA1	1931	47	30841902	0.789177021318	2.46902066515
RFX2	4109	100	30841902	0.789083034214	2.46872661693
CHRNE	2467	60	30841902	0.788571265728	2.46712549711
RP11-441O15.3	3002	73	30841902	0.788444302777	2.46672828059
RP1-179N16.6	1234	30	30841902	0.788251747387	2.46612585145
NKD1	8605	209	30841902	0.787506702156	2.46379490158
SLITRK3	4819	117	30841902	0.787204888872	2.462850648
HIST1H3B	412	10	30841902	0.786976259123	2.46213535655
RP11-400F19.12	536	13	30841902	0.786388963407	2.4602979421
RNVU1-18	165	4	30841902	0.786022348506	2.45915095005
RP11-23J9.5	3177	77	30841902	0.785836790822	2.45857041395
CDH1	4993	121	30841902	0.785746854993	2.45828904055
RP11-435O5.5	1403	34	30841902	0.7857422265	2.45827455983
RP11-670E13.2	619	15	30841902	0.785704891984	2.458157755
SAMD12	10451	253	30841902	0.784912997282	2.45568023179
CTD-2653D5.1	2441	59	30841902	0.783687788069	2.45184704002
LRRIQ1	5421	131	30841902	0.783521170584	2.45132576026
NPIPB3	2566	62	30841902	0.783418611186	2.45100489274
RNF212B	1822	44	30841902	0.783002504137	2.44970305946
PLP2	1284	31	30841902	0.782808472081	2.44909601042
RBM43	4722	114	30841902	0.782776385821	2.44899562529
RP11-359E3.4	6546	158	30841902	0.782600161379	2.44844428918
AC139100.4	663	16	30841902	0.782465686295	2.44802357019
SEPP1	2735	66	30841902	0.782429924609	2.44791168611
AC018755.1	1700	41	30841902	0.781976645241	2.44649355546
MRAP2	2157	52	30841902	0.781649484258	2.44546999901
RP11-10K16.1	3320	80	30841902	0.781287274117	2.4443367877
RP11-264B14.2	249	6	30841902	0.781287274117	2.4443367877
RNVU1-15	166	4	30841902	0.781287274117	2.4443367877
MIR106B	83	2	30841902	0.781287274117	2.4443367877
GTDC1	10998	265	30841902	0.781251754601	2.44422566128
RP3-475N16.1	1495	36	30841902	0.780764673934	2.44270177982
CSF1	4901	118	30841902	0.780649618721	2.44234181787
SPDYC	998	24	30841902	0.779721568157	2.43943831719
EGFLAM-AS1	333	8	30841902	0.778941066087	2.43699643699
RFTN1	3124	75	30841902	0.77841121661	2.43533874895
CTD-2329K10.1	500	12	30841902	0.778162125021	2.43455944055
RP11-7O11.3	542	13	30841902	0.777683550528	2.43306217152
AC009303.2	1501	36	30841902	0.77764369589	2.43293748223
PDK4	3587	86	30841902	0.777366680046	2.43207080996
TMEM231	4381	105	30841902	0.777096392825	2.43122518886
C6orf3	2422	58	30841902	0.77644858332	2.42919845087
RP11-104H15.10	5556	133	30841902	0.776154627338	2.42827877965
RBM26-AS1	3135	75	30841902	0.775679949183	2.42679370071
RP11-214N9.1	878	21	30841902	0.775503256712	2.42624090032
ANKRD44	8245	197	30841902	0.774701529357	2.42373261466
RN7SL262P	293	7	30841902	0.774621000447	2.42348067177
CTD-2545M3.8	628	15	30841902	0.774444790029	2.42292937953
ACADL	2554	61	30841902	0.774404359604	2.42280288883
PRR7-AS1	1341	32	30841902	0.773713273697	2.4206407562
RP11-5C23.1	964	23	30841902	0.773587866333	2.4202484065
TMEM145	2601	62	30841902	0.772876646022	2.41802328134
FAM156B	3777	90	30841902	0.772599409274	2.41715591794
MARCH1	7434	177	30841902	0.77198623514	2.41523754023
RP11-439A17.7	756	18	30841902	0.77198623514	2.41523754023
ZFX-AS1	420	10	30841902	0.77198623514	2.41523754023
RNU1-103P	126	3	30841902	0.77198623514	2.41523754023
MIR3164	84	2	30841902	0.77198623514	2.41523754023
MIR4484	84	2	30841902	0.77198623514	2.41523754023
AC010203.1	84	2	30841902	0.77198623514	2.41523754023
MIR4653	84	2	30841902	0.77198623514	2.41523754023
RNA5SP162	42	1	30841902	0.77198623514	2.41523754023
EML6	8361	199	30841902	0.77170923972	2.41437093186
CTB-152G17.6	2647	63	30841902	0.771694589414	2.41432509688
RP11-727A23.10	2648	63	30841902	0.771403163965	2.41341334269
RP11-3D4.3	967	23	30841902	0.771187903976	2.4127398799
RIMKLA	8914	212	30841902	0.771120197182	2.4125280523
CACNA1H	8122	193	30841902	0.770465454573	2.41047962338
RP11-2H3.6	421	10	30841902	0.770152538619	2.40950063396
TBXA2R	2611	62	30841902	0.769916566949	2.40876237256
RP11-732A21.3	632	15	30841902	0.769543240725	2.40759438346
RN7SL521P	295	7	30841902	0.769369332648	2.40705029433
CTA-228A9.3	1434	34	30841902	0.76875616721	2.40513194383
RP11-264I13.2	422	10	30841902	0.768327532603	2.40379091682
RP3-406P24.3	211	5	30841902	0.768327532603	2.40379091682
ZNF157	2322	55	30841902	0.767996642193	2.40275569248
AC026202.3	676	16	30841902	0.767418269251	2.40094619384
ZNF790-AS1	1310	31	30841902	0.767271815383	2.400487998
USP2-AS1	4776	113	30841902	0.767137075371	2.40006645015
LL0XNC01-250H12.3	634	15	30841902	0.767115659524	2.39999944849
HPSE	4734	112	30841902	0.767094053675	2.3999318524
PITX3	1395	33	30841902	0.767005678784	2.39965536255
